0 0 1.5 0 
0.0249818 0 1.5 0 
0.0499636 0 1.5 0 
0.0749454 0 1.5 0 
0.0999271 0 1.5 0 
0.124909 0 1.5 0 
0.149891 0 1.5 0 
0.174873 4.87599 1.5 4.87599 
0.199854 4.72298 1.5 4.72298 
0.224836 4.56342 1.5 4.56342 
0.249818 4.40375 1.5 4.40375 
0.2748 4.24892 1.5 4.24892 
0.299781 4.10364 1.5 4.10364 
0.324763 3.97206 1.5 3.97206 
0.349745 3.85813 1.5 3.85813 
0.374727 3.76542 1.5 3.76542 
0.399709 3.6979 1.5 3.6979 
0.42469 3.65901 1.5 3.65901 
0.449672 3.65373 1.5 3.65373 
0.474654 3.68043 1.5 3.68043 
0.499636 3.70625 1.5 3.70625 
0.524618 3.72513 1.5 3.72513 
0.549599 3.73885 1.5 3.73885 
0.574581 3.74755 1.5 3.74755 
0.599563 3.7524 1.5 3.7524 
0.624545 3.75406 1.5 3.75406 
0.649526 3.75364 1.5 3.75364 
0.674508 3.75186 1.5 3.75186 
0.69949 3.7496 1.5 3.7496 
0.724472 3.74742 1.5 3.74742 
0.749454 3.7458 1.5 3.7458 
0.774435 3.74482 1.5 3.74482 
0.799417 3.7444 1.5 3.7444 
0.824399 3.74431 1.5 3.74431 
0.849381 3.74445 1.5 3.74445 
0.874363 3.74467 1.5 3.74467 
0.899344 3.74492 1.5 3.74492 
0.924326 3.74513 1.5 3.74513 
0.949308 3.74529 1.5 3.74529 
0.97429 3.74538 1.5 3.74538 
0.999271 3.74543 1.5 3.74543 
1.02425 3.74543 1.5 3.74543 
1.04924 3.74542 1.5 3.74542 
1.07422 3.74539 1.5 3.74539 
1.0992 3.74536 1.5 3.74536 
1.12418 3.74534 1.5 3.74534 
1.14916 3.74532 1.5 3.74532 
1.17414 3.74531 1.5 3.74531 
1.19913 3.74531 1.5 3.74531 
1.22411 3.74531 1.5 3.74531 
1.24909 3.74531 1.5 3.74531 
1.27407 3.74531 1.5 3.74531 
1.29905 3.74532 1.5 3.74532 
1.32403 3.74532 1.5 3.74532 
1.34902 3.74532 1.5 3.74532 
1.374 3.74532 1.5 3.74532 
1.39898 3.74532 1.5 3.74532 
1.42396 3.74532 1.5 3.74532 
1.44894 3.74532 1.5 3.74532 
1.47393 3.74532 1.5 3.74532 
1.49891 3.74532 1.5 3.74532 
1.52389 3.74532 1.5 3.74532 
1.54887 3.74532 1.5 3.74532 
1.57385 3.74532 1.5 3.74532 
1.59883 3.74532 1.5 3.74532 
1.62382 3.74532 1.5 3.74532 
1.6488 3.74532 1.5 3.74532 
1.67378 3.74532 1.5 3.74532 
1.69876 3.74532 1.5 3.74532 
1.72374 3.74532 1.5 3.74532 
1.74873 3.74532 1.5 3.74532 
1.77371 3.74532 1.5 3.74532 
1.79869 3.74532 1.5 3.74532 
1.82367 3.74532 1.5 3.74532 
1.84865 3.74532 1.5 3.74532 
1.87363 3.74532 1.5 3.74532 
1.89862 3.74532 1.5 3.74532 
1.9236 3.74532 1.5 3.74532 
1.94858 3.74532 1.5 3.74532 
1.97356 3.74532 1.5 3.74532 
1.99854 3.74532 1.5 3.74532 
2.02352 3.74532 1.5 3.74532 
2.04851 3.74532 1.5 3.74532 
2.07349 3.74532 1.5 3.74532 
2.09847 3.74532 1.5 3.74532 
2.12345 3.74532 1.5 3.74532 
2.14843 3.74532 1.5 3.74532 
2.17342 3.74532 1.5 3.74532 
2.1984 3.74532 1.5 3.74532 
2.22338 3.74532 1.5 3.74532 
2.24836 3.74532 1.5 3.74532 
2.27334 3.74532 1.5 3.74532 
2.29832 3.74532 1.5 3.74532 
2.32331 3.74532 1.5 3.74532 
2.34829 3.74532 1.5 3.74532 
2.37327 3.74532 1.5 3.74532 
2.39825 3.74532 1.5 3.74532 
2.42323 3.74532 1.5 3.74532 
2.44822 3.74532 1.5 3.74532 
2.4732 3.74532 1.5 3.74532 
2.49818 3.74532 1.5 3.74532 
2.52316 3.74532 1.5 3.74532 
2.54814 3.74532 1.5 3.74532 
2.57312 3.74532 1.5 3.74532 
2.59811 3.74532 1.5 3.74532 
2.62309 3.74532 1.5 3.74532 
2.64807 3.74532 1.5 3.74532 
2.67305 3.74532 1.5 3.74532 
2.69803 3.74532 1.5 3.74532 
2.72301 3.74532 1.5 3.74532 
2.748 3.74532 1.5 3.74532 
2.77298 3.74532 1.5 3.74532 
2.79796 3.74532 1.5 3.74532 
2.82294 3.74532 1.5 3.74532 
2.84792 3.74532 1.5 3.74532 
2.87291 3.74532 1.5 3.74532 
2.89789 3.74532 1.5 3.74532 
2.92287 3.74532 1.5 3.74532 
2.94785 3.74532 1.5 3.74532 
2.97283 3.74532 1.5 3.74532 
2.99781 3.74532 1.5 3.74532 
3.0228 3.74532 1.5 3.74532 
3.04778 3.74532 1.5 3.74532 
3.07276 3.74532 1.5 3.74532 
3.09774 3.74532 1.5 3.74532 
3.12272 3.74532 1.5 3.74532 
3.14771 3.74532 1.5 3.74532 
3.17269 3.74532 1.5 3.74532 
3.19767 3.74532 1.5 3.74532 
3.22265 3.74532 1.5 3.74532 
3.24763 3.74532 1.5 3.74532 
3.27261 3.74532 1.5 3.74532 
3.2976 3.74532 1.5 3.74532 
3.32258 3.74532 1.5 3.74532 
3.34756 3.74532 1.5 3.74532 
3.37254 3.74532 1.5 3.74532 
3.39752 3.74532 1.5 3.74532 
3.4225 3.74532 1.5 3.74532 
3.44749 3.74532 1.5 3.74532 
3.47247 3.74532 1.5 3.74532 
3.49745 3.74532 1.5 3.74532 
3.52243 3.74532 1.5 3.74532 
3.54741 3.74532 1.5 3.74532 
3.5724 3.74532 1.5 3.74532 
3.59738 3.74532 1.5 3.74532 
3.62236 3.74532 1.5 3.74532 
3.64734 3.74532 1.5 3.74532 
3.67232 3.74532 1.5 3.74532 
3.6973 3.74532 1.5 3.74532 
3.72229 3.74532 1.5 3.74532 
3.74727 3.74532 1.5 3.74532 
3.77225 3.74532 1.5 3.74532 
3.79723 3.74532 1.5 3.74532 
3.82221 3.74532 1.5 3.74532 
3.8472 3.74532 1.5 3.74532 
3.87218 3.74532 1.5 3.74532 
3.89716 3.74532 1.5 3.74532 
3.92214 3.74532 1.5 3.74532 
3.94712 3.74532 1.5 3.74532 
3.9721 3.74532 1.5 3.74532 
3.99709 3.74532 1.5 3.74532 
4.02207 3.74532 1.5 3.74532 
4.04705 3.74532 1.5 3.74532 
4.07203 3.74532 1.5 3.74532 
4.09701 3.74532 1.5 3.74532 
4.12199 3.74532 1.5 3.74532 
4.14698 3.74532 1.5 3.74532 
4.17196 3.74532 1.5 3.74532 
4.19694 3.74532 1.5 3.74532 
4.22192 3.74532 1.5 3.74532 
4.2469 3.74532 1.5 3.74532 
4.27189 3.74532 1.5 3.74532 
4.29687 3.74532 1.5 3.74532 
4.32185 3.74532 1.5 3.74532 
4.34683 3.74532 1.5 3.74532 
4.37181 3.74532 1.5 3.74532 
4.39679 3.74532 1.5 3.74532 
4.42178 3.74532 1.5 3.74532 
4.44676 3.74532 1.5 3.74532 
4.47174 3.74532 1.5 3.74532 
4.49672 3.74532 1.5 3.74532 
4.5217 3.74532 1.5 3.74532 
4.54669 3.74532 1.5 3.74532 
4.57167 3.74532 1.5 3.74532 
4.59665 3.74532 1.5 3.74532 
4.62163 3.74532 1.5 3.74532 
4.64661 3.74532 1.5 3.74532 
4.67159 3.74532 1.5 3.74532 
4.69658 3.74532 1.5 3.74532 
4.72156 3.74532 1.5 3.74532 
4.74654 3.74532 1.5 3.74532 
4.77152 3.74532 1.5 3.74532 
4.7965 3.74532 1.5 3.74532 
